id,comment,label,label_encoded
1286,හොකී ක්රීඩකයින් ප්රතිවාදියාගේ ශරීරයට ඇලී සිටිමින් අක්ෂර පැද්දීම බැහැර කිරීමට ප්රමාද වැඩියි,BaseballBat,0
1287,ප්රහාරකයා හිටපු නින්ජා පිත්ත හරියට ඔහුගේ කටාන,BaseballBat,0
1288,ප්රතිවාදියා පමණක් මන්දගාමී චලිතයෙන් ඔබ ළඟා වන්නේ,BaseballBat,0
1289,මිනිසා මෙතනින් එළියට,BaseballBat,0
1290,මම ඉක්මන් දිනුම් ඇදීම ද්විත්ව තට්ටු කිරීමට කැමතියි,BaseballBat,0
1291,වාසනාව,BaseballBat,0
1292,න්යායේ විශාල ශබ්දයක් යථාර්ථයේ දී විවිධ දේ සිදුවෙමින් පවතී,BaseballBat,0
1293,සැබෑ ලෝකයේ ඔබ සිසිල්ව සිටීමට සිදුවන්නේ සෑම කෙනෙකුටම පුහුණුවීම් ක්රියාත්මක කළ නොහැකි බවයි,BaseballBat,0
1294,ඔබ ඇත්තෙන්ම හොඳයි,BaseballBat,0
1295,පළමු පැද්දීම ඔබේ පීරිබ් ලිවර් ලිවර් ආදිය එළියට ගත්තේය හොඳම ආරක්ෂක ස්මිත් වෙස්සන්,BaseballBat,0
1296,කව්බෝයි සැබෑ ජීවිතය මන්දගාමී මෝව ඔබ දන්නවාද,BaseballBat,0
1297,මම හිතන්නේ නැහැ මට සියල්ල මතකයි කියලා,BaseballBat,0
1298,ඔබේ මුදල් පසුම්බිය භාර දීම වටින්නේ නැත,BaseballBat,0
1299,ඔබ එම්එම්ඒ ප්රහාරකයෙකු මෙය ක්රියාත්මක වේ,BaseballBat,0
1300,මචන් මිනිසා මෙය හොලිවුඩ් චිත්රපටයක් නොවේ,BaseballBat,0
1301,ඔබේ කෙටි කුමක් කළ යුතුද,BaseballBat,0
1302,ඔවුන් ඔබේ දණහිසට ගියහොත් කුමක් කළ යුතුද,BaseballBat,0
1303,ප්රහාරය සිරස් අක්ෂයේ තිබේ කුමක් කළ යුතුද,BaseballBat,0
1304,පිතිකරුවන්ගේ කකුල් යන්නේ මිනිසා යථාර්ථය සිතිය යුතුය,BaseballBat,0
1305,ඔහු මට කණගාටුයි,BaseballBat,0
1306,ශරීරයට මාරුවීම වචනාර්ථයෙන් කිසිවෙකු නැත,BaseballBat,0
1307,වහාම දුර වසා දමන්න,BaseballBat,0
1308,මෙය ප්රහසන පොකුවක් දැයි මට කියන්න බැහැ නැත්නම් ඔහු සම්පූර්ණයෙන්ම මුළා කරගනී,BaseballBat,0
1309,ඔහුට පිත්තක් ලබාගෙන එෆ්කේඑන් මිටියක් නොවිය යුතුය,BaseballBat,0
1310,ඒවා වර්කිකුලස් මතෙව් ගැටළුව විසඳනු ලැබේ,BaseballBat,0
1311,හැමෝම යක්,BaseballBat,0
1312,ඔහු පවසන කිසිවක් නොවූ මේවා වැළැක්වීමේ පෙලඹවීමේ අවුන්සයක් පුද්ගලයා කුරිරි රාත්තල්,BaseballBat,0
1313,මෙය මුලින්ම මෝඩ වීඩියෝවකි,BaseballBat,0
1314,පිතිකරුවා දරන්නාට එය පහර දෙන්නේ කොහේදැයි කමක් නැත එය ඕනෑම තැනක පන්දුවට පහර දෙනු ඇත,BaseballBat,0
1315,ඔවුන් ඔබේ හිස පැදවීම තැකීමක් කරන්නේ කුමක් කළ යුතුද,BaseballBat,0
1316,රැකවරණය හෝ වැළැක්වීම තවමත් තුවක්කුවක් අවශ්ය වේ,BaseballBat,0
1317,මම පොඩි කාලේ මගේ විරුද්ධවාදීන් ලොකු සැරයටි භාවිතා කරන මම ගොඩක් විරුද්ධව සටන් කළා මගේ විරුද්ධවාදීන් මගේ උපාය මාර්ගය සමාන මම නිතරම මට වැඩ කරන්නෙමි,BaseballBat,0
1318,අපි කකුල් ඉලක්ක කර ගනිමු,BaseballBat,0
1319,හොඳ ප්රති ප්රහාරයක්,BaseballBat,0
1320,ස්මිත් වොසොන්,BaseballBat,0
1321,බේස්බෝල් පිති බිම දුරින් ලදායී එතරම් ලදායී නොවේ,BaseballBat,0
1322,එය සැලැස්මක් සතුරා එය අනුගමනය නොකරනු ඇත,BaseballBat,0
1323,කිරීමට පැවසීම පහසුය,BaseballBat,0
1324,ඔහු දෙවන පැද්දීම ඔබේ අත කැඩුවා,BaseballBat,0
1325,බොළවුන් ඔයා හිතුවා ඔයා හිතුවේ ඔයාගේ කකුල් වලට පැටලෙත්ම ආමාශය සටන් කරන්න යනවා කියලා,BaseballBat,0
1326,බේස්බෝල් වවුලන් ගිනි අවි ප්රතිස්ථාපනය කර ඇත,BaseballBat,0
1327,වැරදියි,BaseballBat,0
1328,සාක්කුවේ වැලි පසුව ඔහ්ව පලා ගොස් ඔබ එය ශබ්ද නඟා යැයි පැවසීමට වග බලා ගන්න හෝ එය වැඩ කරන්නේ නැත,BaseballBat,0
1329,හායි මම නිතරම ඔබව අනුගමනය කළත් ඔබ සැමවිටම ඇවිදින්නෙකු නොවන්නේ,BaseballBat,0
1330,එය උත්සාහ කිරීමට බලා සිටිය නොහැක,BaseballBat,0
1331,බේස්බෝල්ස් විසි කරන්න,BaseballBat,0
1332,ආකාරයේ ආත්මාර්ථකාමිත්වය කුමක්ද,BaseballBat,0
1333,ඔබ ඇයගේ අත ඔබේ ඇඟිලි තුඩුවල සමාජ ශාලාව නැවැත්වූ මම එය ලීවරයක් බිඳ දමමි,BaseballBat,0
1334,ස්තූතියි මම සාමාන්යයෙන් සෑම මසකට දෙවරක් බේස්බෝල් පිත්තකින් පහර දෙනවා සෑම මසකම දෙවරක් මම දනිමි,BaseballBat,0
1335,ඔහු සටන ගැනත් ඔහුගේ හිසට යන්නේ කෙසේදැයි ඔහු සිතන්න,BaseballBat,0
1336,පැද්දීම බලා සිටීම පළමු පැද්දීමට පෙර මට යතුරු තුළට ඇවිදීමට යතුර,BaseballBat,0
1337,එය පහසු යැයි පෙනේ ඔබව කැටි කිරීම ආරක්ෂා කළ,BaseballBat,0
1338,ගුරුවරයාට එවැනි දුර්වල කකුල් තිබේ,BaseballBat,0
1339,ප්රහාරය කිසිසේත්ම මිනීමැරුම් චෝදනා හිස ගසා දැමීම හිස පහරක් එල්ල කිරීමට අකමැති ඔබ ඔබට අතිශයින්ම අපහසු වේ අවසාන පිතිකරුවෙකු ඔබව මරා දැමීමට කැමති කෙනෙක් අක්ෂීය චොපර් භාවිතයෙන් වැඩ වර්ජනයක් හෝ දැව චොපර් භාවිතයෙන් ඔබේ ස්කල්ල ඔබේ රළු තැනක කවුන්ටරයක් හෝ අවහිර නොකරනු ඇත,BaseballBat,0
1340,එහි හොඳ පියාපත් චුන් ද්විත්ව අවහිර කිරීමේ අතක්,BaseballBat,0
1341,නාසයේ හිල්,BaseballBat,0
1342,මම වාඩි වී සිටින ඔබ කරන්නේ කුමක්ද ඒවා අඩි ඇතුළත,BaseballBat,0
1343,ඔයාට බොහෝම ස්තූතියි,BaseballBat,0
1344,මැරෙන්න ගොළු මාර්ග,BaseballBat,0
1345,ඔවුන් ආකාරයට පහර දෙන්නේ ඔබ නැවත නරඹන බලා සිටින්න,BaseballBat,0
1346,නොපෙනෙන චාපයේ කෙළවරේ පිතිකරුගේ බලය නොපෙනේ,BaseballBat,0
1347,මට ලොකු වීමෙන් වැළකී සිටිය හැකිද සෑම කෙනෙකුම පහර දෙන සෑම කෙනෙකුටම පිළිගත හැකි සැලැස්මක් ඇත,BaseballBat,0
1348,නර්ෆ් පිතිකරණ දුර කළමනාකරණයක් පුහුණුවීම ඔබට විවරයක් ඕනෑම විලවුන් ආයුධයක් සහිත වැදගත්ම සංකල්පයකි මිනිසුන් සිතනවාට මල්ලවපොර ක්රීඩාව කඩුව සටන් කිරීමේදී ෆයිනර් ෆෙන්ස්වරුන් දෙදෙනෙකු සටන් කරන හොඳ මල්ලවපොර ක්රීඩකයාට හොඳ මල්ලවපොර ක්රීඩකයෙක් සෑම විටම පාහේ ජය ගනී හරියටම උපුටා දැක්වීමක් නොව එය සෙන්චින් සම්කරණයකින් මා අදහස් කරන්නේ සත්ය කඩුවෙන් සටන් කිරීමෙනි,BaseballBat,0
1349,මිනිහට ඇහුම්කන් දෙන්න එපා,BaseballBat,0
1350,ඔහු ඔබේ අතේ ඉලක්ක ඩුක් කර බේස්බෝල් පිතිහසක් ඔබේ අතේ තබා ගත නොහැක,BaseballBat,0
1351,විකාරය,BaseballBat,0
1352,මගේ ග්රෑන්ඩ් වගේ,BaseballBat,0
1353,සෑම විටම එක්ස් එකක විශාල බලයකින් පිත්තෙන් පන්දුවට පහර දෙයි,BaseballBat,0
1354,උමං මාර්ග වටා එල්ලන්න එපා,BaseballBat,0
1355,හරි රැන්ඩි ඕර්ටන්,BaseballBat,0
1356,මම හිසට පහර දෙන බඩ නොව,BaseballBat,0
1357,ඔවුන් බන්ට් කුමක් කළ යුතුද,BaseballBat,0
1358,හරි මම එහෙනම් ඒක කරන්නම්,BaseballBat,0
1359,නියමයි ආරක්ෂාව සෙන්සෙයි බෙදා ගැනීම ස්තූතියි,BaseballBat,0
1360,ඇත්ත වශයෙන්ම ඔබට ප්රහාරය අවහිර කිරීම සපත්තු සපත්තු නොව පෙරළීම් සපත්තු නොවේ,BaseballBat,0
1361,ටැක්,BaseballBat,0
1362,සතුරු ප්රහාර කරන ඔහු සැමවිටම මන්දගාමී චලනයකට මුහුණ දෙයි,BaseballBat,0
1363,ඔහු වම් අත ෆයි දුර්වල නොවේ,BaseballBat,0
1364,පච්ච කොටා පුද්ගලයා බැට්සය තිරස් අතට ගොස් ඔබේ නිකට යට සිරස් අතට ගනී,BaseballBat,0
1365,ඔබේ දෑත් කැඩී බලපැවැත්වේ,BaseballBat,0
1366,භෞතික විද්යාව,BaseballBat,0
1367,ඔහු කෙසේ හෝ ඔබේ හිසට ආක්රමණශීලීව කිහිප වතාවක් මාරු වූ,BaseballBat,0
1368,ඔහු ඔබේ අතට පහර දීමට තීරණය කරන්නේ ඔබට කැඩුණු අත් දෙකක් ඇත,BaseballBat,0
1369,ඔහුට ඇහුම්කන් නොදෙන්න ඔබට බොරුවක් ආත්මාරක්ෂාවකට ලක් වනු ඇත,BaseballBat,0
1370,මට පිතිහසක් ලබා දෙන්න ඔබට පැද්දීමක් දෙන්න,BaseballBat,0
1371,නඩුවේ හොඳම ආරක්ෂාව ධාවනය පසුබැසීමක්,BaseballBat,0
1372,හොඳ එකක්,BaseballBat,0
1373,මට බෝල පිත්තකින් පහර දුන්නොත් මම දුවන්නම්,BaseballBat,0
1374,ඔබ සෑම තැනකම හිස් වැස්ම ගෙන එන්න,BaseballBat,0
1375,හදිසියේම ස්වයං ආරක්ෂක යන් සියල්ලටම ආදරය කරන්න,BaseballBat,0
1376,මෙය පැද්දීම සුලභ දැන ගැනීම මිල කළ නොහැකි පියවරකි,BaseballBat,0
1377,මචන් ඔබේ දෑතින් වැලමිට කැඩී යයි,BaseballBat,0
1378,හොඳයි ඔහු ඔබට දණහිසට තල්ලුවා ඔබ ටෝස්ට්,BaseballBat,0
1379,මට පේනවා ඔයා ෆ්ලිප් ෆ්ලොප්වල්ල පැනලා නැහැ කියලා,BaseballBat,0
1380,නැතහොත් වීරයෙකු ක්රියා කරන්න,BaseballBat,0
1381,ඕනෑම ආයුධයක් ඔබ දකින කාලය ධාවනය,BaseballBat,0
1382,මගේ කිසිවක් තේරුම් නොගනී,BaseballBat,0
1383,බේස්බෝල් පිත්තකින් පහර දීම ඔව් මම අපායක් වගේ දුවනවා,BaseballBat,0
1384,මට එරෙහි චන්යිබ් ඩබ්ලිව්ඒඑස්,BaseballBat,0
1385,ඔහු හිසට යා හැකි ආකාරයට පැද්දෙන ඔබ දැනගත්තේ කෙසේද,BaseballBat,0
1386,ඇත්තෙන්ම හොඳ උපදෙස් උපදෙස් මට ආයුධ ලැබීමට ආදානය ඔහුගේ ආරක්ෂාවට පහර දීමට පසුබට නොවී සිටීමට පසුබට ඔහුගේ ආවරණ අතට ඔහුගේ ආවරණ අතට නැගී ඇත,BaseballBat,0
1387,මට අඩි පහක් දෙකක් මේක මේක මට වැඩ කරන්නේ නැහැ,BaseballBat,0
1388,ඔබට අභිෂේක කළ පිරිමි ළමයා,BaseballBat,0
1389,කැඩුණු ඉළ ඇට රෝහලේ රෝහලේ වරදවා වටහාගෙන තිබේ,BaseballBat,0
1390,බල්ෂිට්,BaseballBat,0
1391,ඔහුගේ හිස ඔහුගේ ශරීර දක්ෂය නොවේ,BaseballBat,0
1392,සත්ය නොවේ ඔබ ඔබේ අත ඔසවා තබන්නේ ඔබේ හිසට පහර දීමෙනි,BaseballBat,0
1393,කුමන බරක්ද,BaseballBat,0
1394,එය තත්වය රඳා පවතින මගේ අත්දැකීම් ඔවුන් හිසට මාරු කාලයක් ඔබ නොදන්නා හෝ විශ්වාස කිරීමට ඉඩ නොදෙන්න හෝ ඔබේ බුබුලෙහි යන්න,BaseballBat,0
1395,මම විශ්වාස කරන මගේ යෝජනාව ගොන් භාවයට හොඳ යැයි මම සරලවම ක්රියාත්මක වේගයෙන් ධාවනය වේ,BaseballBat,0
1396,මම වස්තූන් දුවන්න හෝ වස්තූන් වටා ගොස් මෝටර් රථයක් හෝ සෘජු පහරකින් මාව ආරක්ෂා කළ හැකි ඕනෑම වස්තුවක් ආවරණයක් ගන්නෙමි,BaseballBat,0
1397,අසත්යය හොඳ ක්රමයක් ෆ්ලිප් ෆ්ලොප්ස් වලින් මිදෙන්න ධාවනය බේස්බෝල් පිතිහසක් භාවිතා කිරීමට අපහසුය,BaseballBat,0
1398,පසුපස පැද්දීමට පහර දෙන්න,BaseballBat,0
1399,මෝඩයි,BaseballBat,0
1400,න්යායාත්මකව එය කළ හැකි,BaseballBat,0
1401,මීට වසර ගණනාවකට පෙර මම කෙන්පෝ පන්ති පැවැත්වූ ක්ෂණිකව ගමන් කිරීමට අපට උගන්වා ඔවුන්ට වීඩියෝවට සමානව පැද්දීමට ඉඩක් නැත,BaseballBat,0
1402,බුල්ස්ට්,BaseballBat,0
1403,ඔබ බේස්බෝල් පිතිකරුවෙකුට පහර දෙන ආකාරයයි,BaseballBat,0
1404,ඔබ රැන්ඩි ඕර්ටන් වගේ,BaseballBat,0
1405,සෙරෙප්පු පැළඳ සිටින ඉළ ඇටයේ ඔබේ මුළු හදවතම පැත්තක් පිරිනැමීම විකාරයයි,BaseballBat,0
1406,ක්ෂණිකව ඉක්මන් කරන්න ආලේප කිරීමෙන් ඉක්මන් වේ,BaseballBat,0
1407,හොඳම රීතිය ඔබට පහර දීමට යන්නේ බේස්බෝල් පිත්තක් වෙල්ඩින් කිරීම ඔබට පහර දීමට යන්නේ ඔබට පිතිකරණය පහර දුන් තැනැත්තාට එය පැද්දීමට හොඳ නැත,BaseballBat,0
1408,හොඳින් පුහුණුව ලත්,BaseballBat,0
1409,මම හිතන්නේ හුස්මලිර චිත්රපටයෙන් යුදෙව් බෙයාර් ගුරු ගර්භාෂයට පහසුවෙන් ඉරා දමනු ඇත,BaseballBat,0
1410,ඔබ හිසට දණහිස තොප්පි ඉලක්කය ඉලක්කය නොවේ,BaseballBat,0
1411,ඔවුන් ඔබේ දෑත් ඉහළට ඔසවා ඇත්නම් ඔවුන් කිසි විටෙකත් ආමාශය පැද්දෙන්නේ නැත,BaseballBat,0
1412,නැත ඔබ පහර පහර දෙනවාදියෙකුගෙන් පිතිකරුවෙකු ධාවනය නොවේ,BaseballBat,0
1413,මිමී පෙණහලු පුපුරවා හරිනු නොලැබේ,BaseballBat,0
1414,පිත්තක් භාවිතා කරන පැද්දීමට මම කැමතියි,BaseballBat,0
1415,තුවක්කුවක් මිලදී ගන්න,BaseballBat,0
1416,තුවක්කුවක් රැගෙන යන්න,BaseballBat,0
1417,ක්රිකට් පිත්තක් යනු අත් එය අත්හිටුවීම හොඳය,BaseballBat,0
1418,ගොන් වැඩ ඔබ විරුද්ධවාදියා දෙසට ගමන් කරයි,BaseballBat,0
1419,සිදුවීම ගයි ඔබේ වැලමිට කඩා වැටීමට ඔබ ක්ෂණිකව කනගාටු ඔබ දුවන්න උත්සාහ කිරීම,BaseballBat,0
1420,හේයි ස්තූතියි මට වයස අවුරුදු කින් මම ඊයේ උද්යානයේදී උද්යානයේදී ඔහුගේ පැද්දීම දිගටම කරගෙන ගියෙමි,BaseballBat,0
1421,ධාවනයක් සොයා ගන්න,BaseballBat,0
1422,මට බැට්රක් තිබේ මම එකවරම වතාවක් වේගයෙන් ධාවනය කරමි,BaseballBat,0
1423,තුවක්කු මැණික් කටුව අදින්න,BaseballBat,0
1424,මම ඔබ ටෙක් පා මාලා වලට කැමතියි,BaseballBat,0
1425,ඔබ පහත් ලයිෆ් මැඩා අසල්වැසි ප්රදේශයක ඔබ කුමන හේතුවක් නිසාදැයි ඉල්ලා සිටිය යුතුය,BaseballBat,0
1426,ඔබ බූරුවාට කපන්න,BaseballBat,0
1427,ලේග්රෙයා යනු අප්රිකානුවකු එය පුදුම සහගත නොවේ,BaseballBat,0
1428,ඔහු හිස ඉලක්ක කරන්නේ කුමක් කළ යුතුද,BaseballBat,0
1429,ඔබ එය රැගෙන යාමට හොඳ අවස්ථාවක් ඇත්නම් ඔබ දුවයි,BaseballBat,0
1430,කෙසේ හෝ මම පිපිරීමට ගතිමි,BaseballBat,0
1431,මචන් ඔබේ දෑත් ඔබේ හිසට මාරු වීමට යන්නේ කොහේදැයි මචන් සැලකිලිමත් විය හැකිය,BaseballBat,0
1432,ඔබට පහර දුන් තැනැත්තාට කළු විය යුතුද,BaseballBat,0
1433,සටන් කලාවෙහි ස්වාමිවරුන් නොවන දෙනා හරි භෞතික විද්යාව සිතන්න එහි වේගය අත කියන්නේ වවුණ්ඩුවේ අවසානය වැඩිපුරම බලයෙන් දරයි ඔබට පහර දීමට අවශ්ය නැති කොටස කවුරුහරි ඔබ පැමිණියේ පිතිකරුවෙකු ඔබ වඩාත් සුදුසුය ඔවුන් ඔබට පහර දීම කෙරෙහි එතරම් අවධානය යොමු කරනු ඔවුන් තම ආරක්ෂාව හිරිහැර කිරීමට මුහුණට පහර දීමට අවස්ථාවන් බොයි,BaseballBat,0
1434,සන්සුන් ස්පයිඩර්මන්,BaseballBat,0
1435,ත්රෙඩ් එකේ නූගත් ඩොප්ස් නොතකා එය නිවැරදි ප්රතිචාර විශ්ව විද්යාත්මකව පිළිගෙන ඇත,BaseballBat,0
1436,අපට ප්රහාරයක් ලැබුණු දර්ශනයක් නොමැත,BaseballBat,0
1437,සුපිරි ස්ලෝ මෝසම්පාවේ වැඩ කරන කවුරුහරි ඔබට පන්දුවක් පිහිනමින් සම්පූර්ණ වේගය මට වීඩියෝව දැකීමට අවශ්යයි,BaseballBat,0
1438,හැඳුනුම්පතක් ඕනෑම දිනක පිහියකට ඉහළින් පිහියක් උඩින් පන්දුවක් ගන්න,BaseballBat,0
1439,සෑම විටම සමීපව බැඳී සැරයටිය ප්රහාරයෙන් ඉවතට නොයන්න ඔබගෙන් අවම එක් පැත්තක්වත් ඔබ කැඩෙන්නේ නැත,BaseballBat,0
1440,මම මිනිහට ගරු කරනවා කෙවින් එළුවාව,BaseballBat,0
1441,වඩාත් සැබෑ වැඩ තත්වයක් ලබා දීම විශාල අපට ප්රමාණයක් අපි සෑම විටම භාවිතා කරමු,BaseballBat,0
1442,කවදාවත් ඔබේ ප්රතිවාදියාගෙන් කිසි විටෙකත් පසුබට නොවෙමි ඔබ කරන සෑම දෙයක්ම ඔබට වාසියක් ලබා දෙන ඔවුන්ට සෑම මොහොතක්ම අහිමි වී සියලු බලයක්,BaseballBat,0
1443,ඔබ අභිබවා නොයනු ඇතැයි බලාපොරොත්තු වෙමු,BaseballBat,0
1444,ඔබේ සැඟවුණු බලපත්රය ඔබට පහර දිය නොහැක,BaseballBat,0
1445,ඔබේ දෑත් ඉහළට ගියත් මම පිතිකරණය ආකාරයට ඔබ කතා කරන්නේ කුමක් ගැනද,BaseballBat,0
1446,ඔබට විදුලි පණිවුඩ රාමුවක් තිබේ හෑන්ඩ්පීඩ් හෑන්ඩ් හෑන්ඩ් හෑන්ඩ් හෑන්ඩ් ෆෝර්ක් සහිත ඔබේ දෙපැත්තෙන් බුරුට්රුෂින්වර්ඩ් ඔහු මැද පැද්දීම තුළට තදින් තදබදයක් අවශ්ය වේ,BaseballBat,0
1447,බබා ඔබ කල්ලියේ සාමාජිකයෙකු හෝ මත්ද්රව්ය ජාවාරම්කරුවෙකු වීම නතර කළ යුතුය,BaseballBat,0
1448,බැට්මෑන් අමතන්න,BaseballBat,0
1449,මඟුලේ දුවනවා,BaseballBat,0
1450,ඔබට සමුරායිවරු කඩුවකින් පහර දුන් අයෙකු ඔබේ සෙරෙප්පු වලින් සපත්තු වලින් වෙනස් කර ඔබට හැකි තරම් වේගයෙන් වෙනස් ඔබට හැකි තරම් දුරින් තරම් දුරක් තබන්නේ සෙරෙප්පු නොවේ,BaseballBat,0
1451,එය කලක කම්පනය උපකල්පනය කරන්නේ ඔබේ ඉළ ඇට ගුණය ක්ජාව ක්ස් ක්ස් ක්ලේටික විනාශ නොකරන බවයි,BaseballBat,0
1452,සවන් දෙන්න මම ඔබේ ක්රිවකණ්ඩායම කිසි විටෙකත් මාරු නොවිය යුතු තේරුම් ගැනීම ඔබ කිසි විටෙකත් ඔබේ ශරීරයට කිසි විටෙකත් ඉලක්කයක් ලබා දිය යුතු ඔබේ අත ඔසවා තැබිය යුතුයඔබේ කකුල බැට් එකට යටින් ඔබේ අත පිටුපසට යටින් ඔතා පන්දුවට පහර දෙන්න පුද්ගලයාගෙන් ඔබට ඔහුගේ අත අගුළු දැමිය හැකිය,BaseballBat,0
1453,උපදෙස් අපැහැදිලි කිරීම මම හදිසි රැකවරණයේ සිටිමි,BaseballBat,0
1454,ටයිසන් කළු කැත මේස් නොමැතිව බැස යයි,BaseballBat,0
1455,ජේක් පෝල් රූ පෝල්ස් පුතා,BaseballBat,0
1456,ක්ලැසික් ජාතිවාදී ඒකාකෘති සුව කිරීම,BaseballBat,0
1457,නිවසේ දොරටුවෙන් ආරක්ෂාව මම දිගු පන්දුවට පහර දීමට කැමති නැති මා කෙටි සැහැල්ලු යටි මතුවත්වීම තරම් කලක් එය ඉක්මවා ගිය ඔබට කලක් ගත වේ,BaseballBat,0
1458,ස්තූතියි යමෙකුට ඔබේ කරාතේ සමාජයට සම්බන්ධ විය හැකිය,BaseballBat,0
1459,එය උත්සාහ කළ මගේ බඩ විශාලයි,BaseballBat,0
1460,ඔහු ස්විච් ටීටර් කුමක් කළ යුතුද,BaseballBat,0
1461,සියලුම සුපර්මන්ට කරුණාකර මෙය නිවසේදී උත්සාහ නොකරන්න,BaseballBat,0
1462,මෙය මගේ පෝෂණයට ලක්වූ මගේ පිරිමි ළමයා කඩවසම් යැයි විශ්වාස නැත,BaseballBat,0
1463,නාලිකා එතරම් මෝඩයෙකි,BaseballBat,0
1464,ඔබ ලෝහයක් බේස්බෝල් පිත්තක් පාටින් පච්ච කොටා ගැනීමට එරෙහිව මෙය අත්හදා බලන,BaseballBat,0
1465,ලිල් බ්රෝ කරන්න,BaseballBat,0
1466,මම නිතරම විශාල කඩුවක් රැගෙන යන්නේ,BaseballBat,0
1467,මම බලා සිටියේ ස්ටීවන් සීගල් එකක් පෙන්වීමටයි,BaseballBat,0
1468,ඔබ පමණක් ක්රියා කරයි,BaseballBat,0
1469,සටන් කලා උපදේශකයෙකු රැන්ඩි ඕර්ටන් සඳ එළිය මෙය මගේ සැකය සනාථ කරයි,BaseballBat,0
1470,මම සෑම විටම බේස්බෝල් වවුලන් පහර දෙන තරමට කරදරයක්,BaseballBat,0
1471,ඔබේ අවහිර කරන්න එවිට අනාගත පරපුරට සමුගන්න,BaseballBat,0
1472,ඔබ සිරුරට පහර දෙන්නේ නැහැ,BaseballBat,0
1473,දණහිස නිකට,BaseballBat,0
1474,වළේ කෙළවරේ තත්පරයක් තබා ගන්න,BaseballBat,0
1475,මම මගේ තුවක්කුව එළියට ගත්තා,BaseballBat,0
1476,දකුණු ඇමරිකාවට යන්න අපට බේස්බෝල් වවුලන් නොමැත,BaseballBat,0
1477,එළුමස් ආහාරයට ගැනීම අත්යවශ්යයි,BaseballBat,0
1478,ඔහුට දිගු අත් තිබේ කුමක් කළ යුතුද,BaseballBat,0
1479,මම මගේ අදින්න,BaseballBat,0
1480,ලොල් දුවන්න,BaseballBat,0
1481,කළ නොහැක,BaseballBat,0
1482,සෑම විටම ඔබ පිත්තක් හොඳ මිනිහෙක් අවශ්යයි මගේ එන්බීඒ ජාතික බැට් සංගමයට සම්බන්ධ වන්න මගේ මාසය මසකට සම්බන්ධ වී ඔබ ඕනෑම තැනක ඔබ ගත්ත කොතැනක සිටියත් බැල්මකින් ඔබව පන්දුවට පහර දෙයි,BaseballBat,0
1483,ඔබ මීටර මැනිය හැකි එය පහසු මම ඔබට මළ සිරුරු මතට පහර දෙන්නෙමි,BaseballBat,0
1484,මගේ මිතුරා නොවේ පළමු පහර මම එය ඔබට දණහිසට දෙන්නෙමි,BaseballBat,0
1485,රැන්ඩි නියෝගය,BaseballBat,0
1486,සටන් කලාව උගන්වන සෑම තත්වයක් සඳහාම පරිපූර්ණ ආරක්ෂාවක් නැත,BaseballBat,0
1487,මතක තබා ගන්න ඔබ කළ යුතු දේ කළ ඔබ තත්වයේදී ඔබ කුමක් කිරීමට යන්නේ ඔබේ චලනයන් පුහුණු නොකරන්න ඔබේ මානසිකත්වයද පුහුණු කරන්න,BaseballBat,0
1488,මිනිසා ක්රියාදාම චිත්රපට විශාල ප්රමාණයක් රූපවාහිනියක් නරඹමින් සිටී,BaseballBat,0
1489,ඔබට මට තිහාසිකව ඇහුම්කන් දිය හැකිද,BaseballBat,0
1490,මට යථාර්ථයේ දී ඔවුන් තවමත් පැද්දීම ඔබේ හිසට යන්න,BaseballBat,0
1491,අමතක කරන්න එපා ඔවුන්ට ඔබේ කකුල් සඳහාද යා හැකිය,BaseballBat,0
1492,ඔබේ ලස්සන ස්වයං ආරක්ෂණ කෙවින්ට ස්තූතියි ශුද්ධ අවතාරය ඔබ වේවා,BaseballBat,0
1493,ඊෂිජින්රූ කරාරේහි කෙසේ හෝ ශක්තිය උත්පාදනය කිරීමට පෙර අපි සෑම විටම වේගයෙන් ගමන් කිරීමට ඉගෙන ගත්තෙමු,BaseballBat,0
1494,එය තරමක් මන්දගාමී පැවසීම පහසුය,BaseballBat,0
1495,මම හිතුවේ බ්රෝ මුලදී රැන්ඩි ඕර්ටන් කෙනෙක් කියලා,BaseballBat,0
1496,ඔව් මම හරියටම දන්නවා එය කළ යුත්තේ කුමක්ද මම සෑම විටම ගම්මිරිස් ජෙල් රැගෙන යන්නේ එය මට පහත් කර නැත,BaseballBat,0
1497,මම වචනයේ පරිසමාප්ත අර්ථයෙන්ම එකම උමගක් රසවත් දිශාවට යනවා ඔබට ලබා දිය හැකි ඔවුන් පසුකර යාමට ඔබට හැකි ඔවුන් ඔබ දෙසට යා යුතුය ඇඩියොල්ස්,BaseballBat,0
1498,සැබෑ බේස්බෝල් බැට් ප්රහාරයේදී මා දුටු තැනැත්තා එක් දිශාවකින් නැවත නැවතත් පහර දිය හැකි මා දුටු තැනැත්තාට රික්ස් කබාය නැවත නැවතත් භාවිතා කළ හැකි පෙනෙන්නට ප්රහාරකයාට පහර දීමට නොහැකි වූවා ඔහු ඔහුව අවසන් කර නොගත්තේ ඔහුගේ නළල දණහිස භාවිතා කළ හැකිය,BaseballBat,0
1499,ජූඩෝ යූඩෝව පිළිතුරයි,BaseballBat,0
1500,තොප්පිය,BaseballBat,0
1501,ඔබ අවසන් ඔබ දැනටමත් මිය ගොස් ඇත,BaseballBat,0
