id,comment,label
3326,වාව් එක්කෝ එය භයානක සීජීඅයි හෝ ඔබේ මිතුරන් ලැයිස්තුව lol අඩුවෙමින් පවතී,HitAndRun
3327,කාර් එක ඔහුට තදින් පහර දුන්නා ඔහු සීජීඅයි බවට පත් විය,HitAndRun
3328,"මෙය ක්රීඩාවකි

මම සිතනවා",HitAndRun
3329,ව්යාජ,HitAndRun
3330,හේයි බ්රෝ මට ශබ්ද ප්රයෝගයක් ලෙස භාවිතා කිරීමට අවශ්ය ශ්රව්ය උපකරණ පමණක් භාවිතා කළ හැකිද?,HitAndRun
3331,වේදිකා ගත කළේ යමෙකු වීථියේ සිටගෙන සිටින විට පිටුපස සිට රිසින් කෙනෙකු රූගත කිරීමට ය,HitAndRun
3332,XD,HitAndRun
3333,මම හිතනවා ඔහු හොඳින් කියලා,HitAndRun
3334,XD,HitAndRun
3335,"මේක පිස්සු වගේ, නමුත්

මම හිතන්නේ එහි ව්යාජ",HitAndRun
3336,"මට හොඳ සංස්කරණයක් ඇති අතර සියල්ල මා හා සසඳන විට, නමුත් වාව්",HitAndRun
3337,නියම නිර්මාණශීලිත්වය,HitAndRun
3338,එය ව්යාජ නමුත් ඉතා විහිලු මෙන් එයයි,HitAndRun
3339,ඔහු ගැටගැසූ ආකාරයටම කාර් ව්යාජයි,HitAndRun
3340,හේයි හේ ඔව් ඔබේ ව්යාපෘතිය සඳහා එය භාවිතා කිරීමට නිදහස් වන්න,HitAndRun
3341,ketTockFootage ස්තූතියි,HitAndRun
3342,එය සජීවිකරණයකි,HitAndRun
3343,ඔබ දැනගත්තේ කෙසේද?,HitAndRun
3344,"මම සංස්කරණය කිරීමට දක්ෂයි, මටත් එහෙම කරන්න බැහැ



අවුරුදු 5 ක් ප්රමාද ප්රතිචාරයක් ගැන කණගාටුයි",HitAndRun
3345,ස්තූතියි,HitAndRun
3346,ෂිට් ෂර්ලොක් නැත,HitAndRun
3347,daphnemabhenenna8395 ඔබ පිස්සුද?,HitAndRun
3348,lol,HitAndRun
3349,lol එම කාර් මුළුමනින්ම ව්යාජ පෙනුමක් ඇත,HitAndRun
3350,එය ව්යාජ නමුත් නිර්මාණාත්මක මාපට ඇඟිල්ල දිගු විය,HitAndRun
3351,ඔහු ජීවත් වුනාද?,HitAndRun
3352,මිනිසා කළු ලොල් දෙසට හැරී ගියේය,HitAndRun
3353,මක්නිසාද දෙවියන් වහන්සේගේ ප්රේමය යමෙකු මෝටර් රථයෙන් පිටතට ගොස් ගයි ගයි ගයිගේ උත්සාහයට උදව් කරයි,HitAndRun
3354,"මෙම X2 වීඩියෝ සඳහා ස්තුති කිරීම සඳහා මිනිසා හරිත තිරය හා සමහර ඊඑෆ්එක්ස් විනෝදය සමඟ සෙල්ලම් කිරීම
1 සහ අනෙකා ඉක්මනින් භාවිතා කර ඇත",HitAndRun
3355,හොඳයි ඩී,HitAndRun
3356,නරක නැහැ,HitAndRun
3357,විස්තරය යාල් මෝඩය,HitAndRun
3358,ඔව් ෂුවර්,HitAndRun
3359,KetTockFootage lmaooo,HitAndRun
3360,LOL ඇත්ත වශයෙන්ම එය ව්යාජ ඩැනියෙල් ය,HitAndRun
3361,ඔහු ඩෙඩ් සහෝදරයා වන අතර ඔහු ඉදිමුණු කිසිවක් නැත,HitAndRun
3362,ස්කාර්පියෝ යනු සියලු බටවල රීඩ් චැට් රීඩ්ස් ය,HitAndRun
3363,,HitAndRun
3364,"වැරදි දෙකම වැරැද්ද නම්, ඔවුන්ගේ නඩු වලසුන් ප්රතිවිරුද්ධ නම්, වෙඩි උණ්ඩය ද එසේ ම තබා ගැනීම සිදුවනු ඇත.",HitAndRun
3365,නඩුව අපිරිසිදු වුවද සහෝදර -සින් -ඇම් ඇප ලබා නොගනී,HitAndRun
3366,රත්රන් ස්කොර්පියෝ බෝලය පැන්ගා ය,HitAndRun
3367,පැහැදිලිවම පෙනී යන්නේ ඔහු අරමුණක් මත බයිසිකලයට පහර දුන් බවයි,HitAndRun
3368,පාරේ ආවේණික පාපැදි වල පිළිකුල් සහගත ශබ්දය,HitAndRun
3369,"ඔබ විශාල මුදලක් ගත්තොත්, ඔබ මෝටර් රථය සමඟ වැරැද්දක් කරනු ඇත, එවිට කිසිවක් නොමැති නම්, මෝටර් රථය සෑදී ඇත්නම්, සියල්ල සෑදී ඇත",HitAndRun
3370,හේයි අනුජා භායි,HitAndRun
3371,"සහෝදර පාපැදි වැරැද්දක් නොවේ, සම්පූර්ණ වීඩියෝව බලන්න

අතක් කිසි විටෙකත් අතෙහි වස්ත්රයක් නොවීය",HitAndRun
3372,ස්කොර්පියෝ වල් ජෑන් භෂාජ් කේ.ආර්,HitAndRun
3373,"එය නැවැත්වූ උණ්ඩයේ වරදක්, ඔහු ඔහුව වේගයෙන් නැවැත්වූයේ ඇයි, රිය පැදවීමෙන් ඔහු පදවන ඕනෑම දෙයක් - බුද්ධිමත් අය නොවේ --තර්",HitAndRun
3374,"අවජාතර්ඩ් රියදුරු ඔබේ එෆ් පාර කෝපය ගොරෝසු නිරය නිසා සහ එකම තට්ටු කිරීම හා ඊට වඩා නරක යැයි හැඟීම නිසා කිසිවෙකු මැරීමට සුදුසු නැත
එසේම පුද්ගලයා ජීවතුන් අතර සිටින අතර ඔබට ආපසු ගෙදර එළඹිය හැකිය.",HitAndRun
3375,"ඔබ භොසාරි ධාවනය කරන්නේ නම්, දිරාපත් නොවන්න",HitAndRun
3376,තොප්පිය සහ සර්පියා වාසනාව,HitAndRun
3377,බයිසිකර් ඔහුගේ ඉදිරිපස ටයරය වම් පැත්තේ හරවන්න,HitAndRun
3378,ඒ කාර් රියදුරු අත්අඩංගුවට ගැනීමට නැත්තේ ඇයි?,HitAndRun
3379,එවැනි බයිසිකල් කල්ලියක් පියාසර කළ යුතුය,HitAndRun
3380,බයික් කාර් වැරදියි.,HitAndRun
3381,ස්කොර්පියෝ නම් යාම්රාජ් හොටර් බාසාඩැක්,HitAndRun
3382,ජෝ khud Kabhi 4 Wava ·,HitAndRun
3383,ඔබේ මනස පිරිහී ඇත.,HitAndRun
3384,හේයි වාස්ගේ අවහිර කිරීම හිජ් මාර්ගය පිබි පාපැදි කරන්නන් මුළු කණ්ඩායමම එකම ස්කොර්පියෝ සමඟ ආරම්භ කළේ නැත,HitAndRun
3385,"සහෝදරයා, අයිතිය ගන්න එපා, බයික්කරු දිවි ගලවා ගත්තා.",HitAndRun
3386,වීඩියෝව නිවැරදිව නරඹන්න 250 ඔබට අනුව ඔහු කවුද?,HitAndRun
3387,"ගෝනුස්සන් පුද්ගලයා හදිසියේම මංතීරුවෙන් ඉවතට යා යුත්තේ ඇයි, යමෙකු ඔබ ඉදිරිපිට තිබේ නම්, ඔබ අං ඉල්ලනු ඇත, නැතහොත් ඔබේ මව ඉල්ලනු ඇත",HitAndRun
3388,මොකද රටේ චුටුව හා මී මැසි නිසා,HitAndRun
3389,ඇත්ත,HitAndRun
3390,ඔව් සහෝදරයා,HitAndRun
3391,"ෆෙසෙන්ට් යනු එව්වෙනි
ස්කොර්පියෝ ද ගින්නක් ඇතිවිය",HitAndRun
3392,නිසි විමර්ශනය හෝනා චාහියන් සහ ස්කොර්පියෝ වල් කේ,HitAndRun
3393,"නායි මාරා ස්කොර්පියෝ වල් සහ සහෝදරයා බව දැන, ඔවුන් ඔවුන්ව පැහැදිලිවම අනාවරණය විය",HitAndRun
3394,කායා එවැනි අයව විවෘතව තබන්නේ නැත,HitAndRun
3395,බයිසිකලර් ගැන කුමක් කිව හැකිද?,HitAndRun
3396,"මෙම බයිසිකලය සහ මෝටර් රථය එකිනෙක ගැටෙන්නේ නැත, රොකට්ටුව සහ යානය එකම ප්රවෘත්තියක් ජනාකීර්ණ වේ",HitAndRun
3397,"ඩිලි වොල් ජැන්තේ හායි සහ ප්රදේශය එක්සත්වාශ්ද්දේ ඩෙතියෝ ඒ හයි හයි ජේ.
ඔබ මුවාජි වොල් හයි හායි සාරි බහෙකා පයිසා පීසා මෙටා පයිස්වා පයිසා මීකා හයි ඕ.අයි.
ඔබ අනියම් ගයින් මේන් හයි රීන් කේ ලේක් හයි සභාවේ හායි හි ලාංඡනය ඔබ ජෙහ් ස්කේට් ඔබ",HitAndRun
3398,ඇමරිකා එක්සත් ජනපදයේ පහරක් සහ ධාවන නඩුවක් වන්නේ ඔබ මග හැරුණු අතර බරපතල තුවාල සිදුවීම නිසා ජීවිතයට මග පෑදූ බවයි,HitAndRun
3399,ඇයි පොලිසිය බොරු කියන්නේ?,HitAndRun
3400,"සහෝදරයා, ස්කොර්පියෝ සමඟ පටලවා නොයන්න, ඔහු තුළ යමරාජ් වෙත යන්න",HitAndRun
3401,බයිසිකලය මෝටර් රථය අවහිර කිරීමට උත්සාහ කරමින් සිටි අතර වීඩියෝව තුළ ඔහු මැද මංතීරු මංතීරුවකට පැමිණ මෝටර් රථය අවහිර කරමින් පළමු මංතීරුවේ බයිසිකලයට ගමන් කිරීම එක් මංතීරුවක රැඳී සිටීමෙන් වළක්වා ගත හැකිය,HitAndRun
3402,"රියදුරු මත 307 ක් පමණි
ආරෝපණය වීමට, මෙය ගාස්තු නොවේ",HitAndRun
3403,002 මන්දගාමී චලනයේ ඔරලෝසුව බයික්කරුට පහර දීමට වේගවත් විය යුතුය,HitAndRun
3404,ඔහු වාසනාවන්ත නොවී සිටීමට ඩ්රයර්ට් රත් රිංගා බයිසික රියදුරාට එරෙහිව murder ාතනය කිරීමේ උත්සාහයක් ලියාපදිංචි කළ යුතුය,HitAndRun
3405,මිනිසුන් කෝපය ලිහිල් කිරීම එතරම් කනගාටුදායකය,HitAndRun
3406,ගරු ජේ. කේ. ඔව්. AAP Kuuch the na ki ki gi kiudi se thuk jate,HitAndRun
3407,Nasirkhancn2om bahai ek හෝ kill hai samne ri 3bike jera er er er er ra er er er er er er er er er er er er er er er er er er er er er er er er er er er er er era er era er era er era er era er er era er era er era er eraha ara ara ara ara ara ala ara ara ara ala ara ala ara ara ala ara ala ara ara ara ara ara ara ala ara ala ara ala ara ala jaia ara ara ala ara ara ala ara ala ara ala ara ala jai ඩායි ඉස්ලියයි යූඑස්ඊ එෂී තරඟය ඩබා කේඒබා කේ,HitAndRun
3408,ඔබ අදහස් කළේ බයිසිකර් බ r රූ නොවේ,HitAndRun
3409,කාර් රියදුරු අවසාන වසරේ ශිෂ්යයෙක් නොවේ.,HitAndRun
3410,"Bbkabri dili ncr modin aist aise bahot bahare hahare haise to seaze taise pass apo kara are ha kar hai
Iska matlab ඔබ nhhi yo lophe nam likhe ho enegrege
එල්.එල්.බී විද්යාල ඩෙකාස් ඩෙක් එච්.කේ.
එල්.එල්.බී. කේ.",HitAndRun
3411,Mrsam00007 Bahai ad.a.,HitAndRun
3412,"බොක්කහබ්රි භාරයි හි අගාර් කෝයි හම්පේස් නයියා උපර් චාධා ඩෙන්ගන් ගකා
සදාක් පී 100 ලොග් සැතෙන්ජ් කුකුළා ක්රෑන් කේ.ඒ.ඒ.
Auur Pehlia baat Scorpio Ke The perrors
උපර් එස්.
කැනෝන් ඇගර් පීටීඒ හෝ ඒසීච් හොමාර් ඩේෂ් මේන් බඩාඩි බහ්සා බද්ඩි ගයිහ් ගේල් ji hal the hal the hai ata to iska poora saior hai ෙම
උපර් සෙමීඩ් ක්රේක් ලෙස කේ.ආර්.කේ.
ජැමාහ් සේ සල්මාන් බායි බි හිඟා",HitAndRun
3413,Mrsam00007 වීඩියෝ KO 125 SE Dhio Seko Scorpio Waiska aur jutha ji bhi thi bhi th ඛා. කියල් නෙරියේ කියියා එච්. එච්.,HitAndRun
3414,"යමරාජ්ගේ බූරුවා ද යාම්රාජ් ද යමරාජ් වෙත පැමිණෙනු ඇත, දිල්ලි දිල්ලාස් නොවන බව හොඳ දෙයක් නොවේ, එය මා දන්නා කරුණකි.",HitAndRun
3415,Paiso ki bi bi bhi bhi pahi paha paize kama k scorey loche dimahi dima que hoi hai que jkhe deahe jayhe the deeha dime deahe jkehe the the dehche deahe deahe the නයිඩේස්,HitAndRun
3416,යමරාජ් ඔවුන්ට නව චුටියා කතා කරයි,HitAndRun
3417,යම්රේජ්,HitAndRun
3418,ස්කොර්පියෝ එවැනි රියදුරෙකුට බලකොටුව තුළ ලබා දෙනු ඇත,HitAndRun
3419,ස්කොර්පියෝගේ පියා බයිසිකලයේ ඇවිදිනවා,HitAndRun
3420,ඔව් බයිසිකර් නැවතත් අවහිර කිරීමට උත්සාහ කළ අතර ඔහු මෝටර් රථ ස්කොර්පියෝ ගයි අඟහරුයට පහර දුන් නමුත් බයිසිකර්ස් කොමිසම නිසා සෑම දෙයක්ම නොසලකා හරින නමුත් සෑම දෙයක්ම නොසලකා හරින නමුත් සෑම දෙයක්ම නොසලකා හරිනු ලැබුවද?,HitAndRun
3421,Devandrajupput1811 වැරදි පැත්තකින් ස්ලෙගාලේ ගමනාගමනය සඳහා වම් මංතීරු මෙම මංතීරුව භාවිතා කරන අතර බොහෝ විට පාපැදි කන්යම් මෙම මංතීරුව හරහා ය.,HitAndRun
3422,සහෝදරයා 307 වඩාත්ම භයානක දේ 302 සෙටෝ යනු සුළු ජීවත්වීම 307 කි,HitAndRun
3423,පිරිනැමීම 01718 රඳා පවතී,HitAndRun
3424,ඔබ බයිසිකලයේ වැරැද්ද දෙස බැලුවහොත්: සම්පූර්ණයි,HitAndRun
3425,ඔබ මට විහිළු කරනවාද සහෝදරයා ඔහුගේ වේගය පරීක්ෂා කරන්න,HitAndRun
3426,බයිසිකලය මෝටර් රථය අවහිර කිරීමට උත්සාහ කරමින් සිටි අතර වීඩියෝව තුළ ඔහු මැද මංතීරු මංතීරුවකට පැමිණ මෝටර් රථය අවහිර කරමින් පළමු මංතීරුවේ බයිසිකලයට ගමන් කිරීම එක් මංතීරුවක රැඳී සිටීමෙන් වළක්වා ගත හැකිය,HitAndRun
3427,kaminiorara6698 පළමුවෙන්ම ඔහු එතරම් නරක ලෙස වේගයෙන් ගමන් කරන්නේ ඇයි,HitAndRun
3428,"KAMinioraray6698 මෙම සිද්ධිය කිඩ් සහ පීඑල්එස් හැදී වැඩීම ගැන ඔබ ඒ ගැන කිසිවක් නොදනිමි, එබැවින් ෆුක්ස් ඉහළට ඔසවන්න",HitAndRun
3429,සහෝදර බයිසිකර්ගේ සම්පූර්ණ වැරැද්ද: බයික්ස් විශාල මංතීරු ලබා දී පැත්ත සහ පැත්තක් ලබා දුන්නේය,HitAndRun
3430,එය relative ාතියෙකු බව පෙනේ,HitAndRun
3431,Starz7897 ඔව් මාර්ගෝපදේශය,HitAndRun
3432,මම ඉහළ asf සහ මේ ජරාව මට එතරම් අනපේක්ෂිත ලෙස බිම පෙරළී ගියෙමි,HitAndRun
3433,මෙය හිතාමතාම විහිලු හෝ නොදැනුවත්වම විය යුතුද?,HitAndRun
3434,මම කාර් එක පදවාගෙන ඉන්න මේ අම්මා එෆ්කේසීආර්ට රක්ෂණයක් නොතිබූ නිසා මට ඒ සියල්ල ගෙවන්න වෙනවා,HitAndRun
3435,Jaywaking psa,HitAndRun
3436,එය ඇත්තෙන්ම විනෝදජනක lmao වීමට නොවේ ද?,HitAndRun
3437,මම මෙය කුඩා ළමයෙකු ලෙස දුටු විට මම එතරම්ම සිනාසුණෙමි,HitAndRun
3438,වෑන් රථය ඔහුට පහර දීමට වෑන් රථය පහර දීම ගැන යමක් පෙනේ,HitAndRun
3439,එන්ජීඑල් මම මගේ බූරුවා සිනාසුණා,HitAndRun
3440,මම මෙම කොටස තෙක් චිත්රපටය ඉහළට ඔසවා ඇත්තේ මෙම කොටස තෙක් සහ එම හොඳම විවරය සමඟ ය,HitAndRun
3441,මම ඇත්තටම හිතුවේ මම මෙය දුටු පළමු අවස්ථාවෙන් බේරී යන බවයි,HitAndRun
3442,"මේ මොහොතේම මා පුදුමයට පත් වූයේ එම භයානක බ්රැන්ගල්ටා වසර තුළ ය
මගේ මනසෙහි හැර, එය ඔවුන් දෙදෙනාම විය",HitAndRun
3443,මෝටර් රථවලින් පයිට් ගැහුවා තිබූ මුළු වෙඩි පහරකදී කාර්මික ආලෝකය සහ මැජික් මගින් නිර්මාණය විය,HitAndRun
3444,නව චිත්රපටයක් සමඟ බ්රැඩ් පිට් එළියට එන විට මම සෑම විටම යන දර්ශනය මෙයයි,HitAndRun
3445,නමුත් ඔහු මරණයට පත් නොවේ,HitAndRun
3446,විස්තරය එය විනෝදජනක කරයි,HitAndRun
3447,"යථාර්ථය
වෑන්

බ්රැඩ්

මෙම චිත්රපටය
වෑන්

බ්රැඩ්",HitAndRun
3448,ලස්සනයි,HitAndRun
3449,රථවාහන ලයිට් කෙරෙහි අවධානය යොමු නොකරන්න,HitAndRun
3450,,HitAndRun
3451,මම ඒ අවස්ථාවේ දී ආලය කරමින් සිටි දැරිය බ්රැඩ් පිට්ට එකට නරඹන විට මම මේසය දෙස බලා සිටිමු,HitAndRun
3452,"මේ මොහොතේම මා පුදුමයට පත් වූයේ එම භයානක බ්රැන්ගල්ටා වසර තුළ ය
මගේ මනසෙහි හැර, එය ඔවුන් දෙදෙනාම විය",HitAndRun
3453,මරණය ඔහුගේ සිරුර ද්විත්ව අනුග්රහයෙනි,HitAndRun
3454,මට වරක් ඔහු කෙරෙහි දැඩි ඇල්මක් දැක්වීය,HitAndRun
3455,"පිට්ට රිංගා ඇති නිසා මට කවදාවත් තේරුනේ නැහැ, ලෙනාඩෝ ඩිකප්රියෝ මට දැන් මගේ හිස සීරීමට පිටත් වෙනවා",HitAndRun
3456,"එක් වචනයක්

හෙල්ත් බයෙ ගොකු",HitAndRun
3457,මම හිනා වෙන්න ඕනෙත් මම හයියෙන් සිනාසීමට නැති බව මම නොදනිමි,HitAndRun
3458,"ආරම්භයේ සිටම, ප්රධාන චරිතය පාන් යෝග්යතා වේ
නමුත් එය අවතාරයක් බවට පත්විය
අහෝ මගේ දෙවියනේ",HitAndRun
3459,මම සංගීතයෙන් බාගත කිරීම සඳහා භාවිතා කළ විට කසාසා විරූපණයන් මෙම ක්ලිප් එක උඩුගත කර එය බ්රිට්නිස්පියර්ටොක්සෙම්සික්ස් වැනි දේ නැවත නම් කරන්න.,HitAndRun
3460,මගේ වැඩිමහල් සහෝදරයා වන මෙම චිත්රපටය දැනටමත් දුටු බව පළමු මෝටර් රථය මග හැරී ඇති බව මගේ වැඩිමහල් සහෝදරයා සමඟ මේසය දෙස බලා සිටි අතර පසුව මගේ සහෝදරයා මට පහර දී ඇති අතර තත්පර කිහිපයකට පසුව මම කම්පනයට පත්වූ බව මගේ සහෝදරයාට පහර දුන්නේය,HitAndRun
3461,මගේ සහෝදරිය සහ මම මෙය නැවත නැවතත් පෙරළා දැමුවෙමු.,HitAndRun
3462,ආචාර්ය නපුරු ඔහු හරි,HitAndRun
3463,උසස් පාසල සඳහා අපව කණ්ඩායම් වශයෙන් තබා ඇති අතර මත්ද්රව්යවලට හා මත්පැන් මගේ පන්තියේ ඇති විය හැකි නම් වීඩියෝ පටකමට පසුව පාරේ ඇවිදීමට සිදු විය.,HitAndRun
3464,විස්තරයේ අහඹු ලෙස ශුද්ධ ලියවිලි පද සමඟ ඇති දේ,HitAndRun
3465,හාහා එය හොඳම කොටසයි,HitAndRun
3466,"මේ පරණ හැග් බැල්ලිය ඇගේ පුටුවට නැඟෙන පඩි පෙළේ පුටුවට නැඟුණු විට, එම පැරණි හග් බැල්ලේ පුටුවට නැගී සිටින විට මෙය විහිළුවක් ලෙස විනෝදජනක ය",HitAndRun
3467,කරුණාකර එය එක් ලැයිස්තුවක වීඩියෝ 3 ක් p plz plz factedheartshape,HitAndRun
3468,නැවතුම්පොළට වේගයෙන් ගමන් කරන ස්ටෝනොයිඩ් බූරුවන්ගේ චිත්රපටයේ හොඳ කොටසක් පමණි,HitAndRun
3469,මෙම 60 හැවිරිදි මචන් එකේ මෙම රංග ශාලාවේ මෙය දුටුවා මේ සිදු වූ විට මා ඉදිරිපිට මා වෙහෙසට පත්ව නැත. මෙය සිදු වූ විට විශ්වය තවමත් අසා ඇති loud ෝෂාකාරී විය හැකිය,HitAndRun
3470,පැමිණෙන රථවාහන ලොල් වලින් ලස්සන BOI ඉක්මනින් නැවත සකස් කළා,HitAndRun
3471,ඒ නිසා ඔබ මංසන්ධියක ඇවිදීම නතර නොකරන්නේ,HitAndRun
3472,හොඳම දර්ශනය කවදා හෝ ශුද්ධ වූ ජරාවක්,HitAndRun
3473,හෙලෝ ඇය කලාකරු බාස්කට් ගැන චිත්රපටයේ දක්ෂතාවයක් වූ අතර එය හොප්කින්ස් සමඟ චිත්රපටයක චිත්රපටයක දී මෙහි පැමිණියේ එල් එල් වැනි චිත්රපටයකය,HitAndRun
3474,මොන මගුලක්ද වෙන්න උත්සාහ කළේ,HitAndRun
3475,මෙම කොටස දුටු විට සිනාසෙමින්,HitAndRun
3476,හාස්යජනක හැඟීමක්,HitAndRun
3477,මට මතකයි මේක හැදූ ළමයෙක් වගේම දුටුවා,HitAndRun
3478,013 මාර්ක්,HitAndRun
3479,152 000 ටයිම්ස් වොට් ඉන් 150 000 ක් ඇන්ජලීනා ජොලිහි සිට ය,HitAndRun
3480,මගේ ළමා මතකය,HitAndRun
3481,"014 මම දන්නවා එය විහිළුවක් වීමට අදහස් නොකරන නමුත් මට කණගාටුයි, ඔහු කාර් දෙකකින් මිදීමට සෑම විටම මට කඳුළු සලයි",HitAndRun
3482,ඊරිත් කිරීම අයිරින් නොවේ,HitAndRun
3483,චිත්රපටයේ අඩුම දර්ශනය කෙළින්ම හාස්යජනක විය හැකිය ඔහුට ආ roke ාතයක් තිබිය හැකිය,HitAndRun
3484,මයික්ගේ පැපොල් 123 බටහිර 233 බටහිර දෙසින් මෙම සංස්කරණය කුමක්දැයි මංසන්ධිය කුමක්ද?,HitAndRun
3485,මම මගේ ළමා කාලය හොඳම මිතුරා මෙම දර්ශනය සඳහා එකට බැඳී සිටි අතර අපි පැය ගණනක් සිනාසෙමින් මිය ගියෙමු,HitAndRun
3486,"නූෝඕ සහ මම මෙය සිනමාහල් කිහිපය තුළට පැමිණි විට මේ 90 දශකයේ නැවත පැමිණි විට, මෙය සිදු වූ විට කවුරුත් ඉරිතලා ගිය නමුත් එය විහිළුවක් විය",HitAndRun
3487,බස්ටර් කතටන් ආඩම්බර වනු ඇත,HitAndRun
3488,"මම 13 හැවිරිදි 13 හැවිරිදි රැකවරණය වූ අතර, එය නැවත වරක් එය දෙස බලා සිටිනු දුටු විට මට එය මඳක් කම්පනයකි.",HitAndRun
3489,"එම පහර දුන් සිරුරෙන් මරණය ඉහළ ගිය විට, ජීවත්වීම කොතරම් වේදනාකාරීදැයි ඔහු තේරුම් ගත්තේය",HitAndRun
3490,ගැටළුව විසඳා ඇත,HitAndRun
3491,ඔහුට සිදු වූ දේ,HitAndRun
3492,මම මෙය දුටු පළමු වතාවට මෙය දුටු පළමු වතාවට සිනාසෙමින් සිනාසෙමින් මිය ගියෙමි.,HitAndRun
3493,"මම ආවේ නිරීක්ෂණය කිරීමට








මොකද ඒක මගේ නමට පස්සේ",HitAndRun
3494,,HitAndRun
3495,GTA උප නගරයේ සැබෑ අනුවාදය,HitAndRun
3496,"Lol මම කෑ ගහනවා, අපොයි ඒ රිවුල්වා",HitAndRun
3497,සීජීඅයි ඉතා අක්රියව සිටින බව සඳහන් නොකල යුතුය,HitAndRun
3498,,HitAndRun
3499,හාස්යජනක සිනාසීම,HitAndRun
3500,ඔවුන් සොයාගත් රඟහලේ මා ඉදිරිපිට ඇති රංග ශාලාවේ යෞවන යෞවනිය තුළ යෞවන යෞවනියන් 3 දෙනෙක් සිටියහ.,HitAndRun
3501,මට වයස අවුරුදු 13 ක් හෝ 14 ක් වූ විට මගේ මිතුරන් මට කතා කළේ මෙම කොටස නැරඹීම සඳහා ඔවුන්ගේ නිවසට පැමිණෙන ලෙසයි,HitAndRun
3502,අහ් ඔව් හොඳම කොටස,HitAndRun
3503,මම එය 2X හි වාදනය කළා,HitAndRun
3504,මට ෆැන්ටම් උවදුර ට්රේලරය පෙන්වන්න,HitAndRun
3505,ඒක හරිම විහිලුවක්,HitAndRun
3506,මෙය මෙතරම් විනෝදජනක නමුත් හාස්යජනක වන්නේ මන්දැයි මම නොදනිමි,HitAndRun
3507,ආදර හැඟුම,HitAndRun
3508,ඔහු ජීවත් වූයේ ඉන් පසුවය,HitAndRun
3509,"මම මෙම චිත්රපටය දෙස බලා සිටි අතර චිත්රපටවල මිනිසුන් නවත්වන ආකාරය ගැන නැවතී මාර්ගය කුමක්දැයි සිතුවෙමි ""ඔහු මෝටර් රථයකින් පහර දෙනු ඇතැයි මම කීවෙමි, ඔහු ඇත්ත වශයෙන්ම මෙම දර්ශනය නරඹන්නට ඇත- මට හුස්ම ගැනීම නතර කළ නොහැක",HitAndRun
3510,එයට පැය 10 ක සංස්කරණයක් අවශ්යයි,HitAndRun
3511,කවුද ටීඑෆ් ඒ වගේ ගමනාගමනයක ඉන්නවා,HitAndRun
3512,"මෙම චිත්රපටයේ ඉතිරි කොටස ඇත්ත වශයෙන්ම මගේ මිතුරා එක් වරක් බැලීමට පැමිණි අතර, මා එම දර්ශනය නැවත නැවතත් රවටා ඇති අතර එය බීම සහ සිනාසෙමින්",HitAndRun
3513,චිත්රපටයේ හොඳම කොටස,HitAndRun
3514,ඒක හරිම විහිලුයි,HitAndRun
3515,මෙය සිනමා ඉතිහාසයේ ශ්රේෂ් greatest තම ස්ලැප්ස්ටික් හාස්යයෝ ය,HitAndRun
3516,මෙය ප්රේක්ෂකයන් පුපුරා ගිය සිනමාහල්වල මම මෙය දුටුවෙමි,HitAndRun
3517,මෙය යෞවනයෙකු ලෙස දුටු විට මට කඳුළු සලයි,HitAndRun
3518,,HitAndRun
3519,බොහෝ විට නැත,HitAndRun
3520,ඔහු කෙතරම් මිය ගොස් ඇත්ද? මරණය ඔහුගේ සිරුර වාසය කළේය,HitAndRun
3521,Lol no,HitAndRun
3522,ඔහු කාන්තාවක් දෙස බලා සිටියේය,HitAndRun
3523,මළ මිනිසෙක් ලොල්,HitAndRun
3524,උදේ ආහාරය වන බ ru ජලය ගමනාගමනයට ඇවිද ගියේය,HitAndRun
3525,aleecjones4676 ඔව් නැත ජරාවක් නැත,HitAndRun
3526,උදෑසන ආහාරය යුරේනස් හොඳයි ඔහු කාන්තාවක් දුටු නිසා ගමනාගමනය නතර වනු ඇතැයි සිතූයේ නම්,HitAndRun
3527,කරුණාකර එය එක් ලැයිස්තුවක වීඩියෝ 3 ක් p plz plz factedheartshape,HitAndRun
3528,වෙනත් චිත්රපටවල එය සිදුවන සෑම විටම මෙය විහිළුවක් කළ යුතු යැයි විශ්වාසයි මෙවර මචන් මඟුල මියුමා,HitAndRun
3529,බ්රැඩ් පිට්,HitAndRun
3530,එය නීත්යානුකූලව හොඳ චිත්රපටයක් නමුත් මම ඔබට දොස් නොකියමි මෙම කොටස නොදැනුවත්වම විහිලු සහගත බව මට හේතු වේ,HitAndRun
3531,මෙය අතිශයින්ම හාස්යජනක වුවත් ඉතා හොඳ චිත්රපටයක්,HitAndRun
3532,මම හිතන්නේ ඔබට කියන්න පුළුවන් .ලෝෂික දර්ශනයක් මත අව් කණ්ණාඩි කියලා,HitAndRun
3533,වීථියට ඇතුළු වීමට පෙර ඇය එම දිශාවට පවා බැලීය,HitAndRun
3534,"මගේ පවුලේ අය සහ මම එක් රාත්රියක නාලිකා මාරු කරමින් මෙම දර්ශනයට පැමිණියේ ඇයට පහර දීමට පෙර මොහොතකට පැමිණෙන අතර, අප කෙතරම් මවිතයට පත්වූ අතර, අපගේ චිත්රපටයේ ඉතිරි කාලය නැරඹීමට අප සියලු දෙනා ශබ්ද නගා නැත",HitAndRun
